filename,filepath,class,urgency,type,source,source_file
original_101281-3-0-0.wav,../data/processed/audio/original_101281-3-0-0.wav,Dog Bark,2,original,UrbanSound8K,101281-3-0-0.wav
original_72220-3-2-4.wav,../data/processed/audio/original_72220-3-2-4.wav,Dog Bark,2,original,UrbanSound8K,72220-3-2-4.wav
original_114280-3-0-0.wav,../data/processed/audio/original_114280-3-0-0.wav,Dog Bark,2,original,UrbanSound8K,114280-3-0-0.wav
original_82024-3-0-5.wav,../data/processed/audio/original_82024-3-0-5.wav,Dog Bark,2,original,UrbanSound8K,82024-3-0-5.wav
original_9031-3-3-0.wav,../data/processed/audio/original_9031-3-3-0.wav,Dog Bark,2,original,UrbanSound8K,9031-3-3-0.wav
original_86284-3-0-0.wav,../data/processed/audio/original_86284-3-0-0.wav,Dog Bark,2,original,UrbanSound8K,86284-3-0-0.wav
original_79584-3-0-8.wav,../data/processed/audio/original_79584-3-0-8.wav,Dog Bark,2,original,UrbanSound8K,79584-3-0-8.wav
original_2-116400-A-0.wav,../data/processed/audio/original_2-116400-A-0.wav,Dog Bark,2,original,ESC-50,2-116400-A-0.wav
original_197080-3-0-1.wav,../data/processed/audio/original_197080-3-0-1.wav,Dog Bark,2,original,UrbanSound8K,197080-3-0-1.wav
original_20285-3-0-0.wav,../data/processed/audio/original_20285-3-0-0.wav,Dog Bark,2,original,UrbanSound8K,20285-3-0-0.wav
original_34871-3-6-0.wav,../data/processed/audio/original_34871-3-6-0.wav,Dog Bark,2,original,UrbanSound8K,34871-3-6-0.wav
original_103076-3-2-0.wav,../data/processed/audio/original_103076-3-2-0.wav,Dog Bark,2,original,UrbanSound8K,103076-3-2-0.wav
original_99185-3-0-0.wav,../data/processed/audio/original_99185-3-0-0.wav,Dog Bark,2,original,UrbanSound8K,99185-3-0-0.wav
original_30832-3-5-1.wav,../data/processed/audio/original_30832-3-5-1.wav,Dog Bark,2,original,UrbanSound8K,30832-3-5-1.wav
original_155488-3-3-1.wav,../data/processed/audio/original_155488-3-3-1.wav,Dog Bark,2,original,UrbanSound8K,155488-3-3-1.wav
original_175917-3-1-1.wav,../data/processed/audio/original_175917-3-1-1.wav,Dog Bark,2,original,UrbanSound8K,175917-3-1-1.wav
original_180052-3-0-0.wav,../data/processed/audio/original_180052-3-0-0.wav,Dog Bark,2,original,UrbanSound8K,180052-3-0-0.wav
original_174026-3-1-1.wav,../data/processed/audio/original_174026-3-1-1.wav,Dog Bark,2,original,UrbanSound8K,174026-3-1-1.wav
original_18581-3-1-3.wav,../data/processed/audio/original_18581-3-1-3.wav,Dog Bark,2,original,UrbanSound8K,18581-3-1-3.wav
original_203128-3-9-0.wav,../data/processed/audio/original_203128-3-9-0.wav,Dog Bark,2,original,UrbanSound8K,203128-3-9-0.wav
original_173993-3-0-52.wav,../data/processed/audio/original_173993-3-0-52.wav,Dog Bark,2,original,UrbanSound8K,173993-3-0-52.wav
original_116485-3-2-4.wav,../data/processed/audio/original_116485-3-2-4.wav,Dog Bark,2,original,UrbanSound8K,116485-3-2-4.wav
original_71700-3-4-0.wav,../data/processed/audio/original_71700-3-4-0.wav,Dog Bark,2,original,UrbanSound8K,71700-3-4-0.wav
original_51027-3-0-7.wav,../data/processed/audio/original_51027-3-0-7.wav,Dog Bark,2,original,UrbanSound8K,51027-3-0-7.wav
original_165567-3-0-0.wav,../data/processed/audio/original_165567-3-0-0.wav,Dog Bark,2,original,UrbanSound8K,165567-3-0-0.wav
original_7383-3-0-0.wav,../data/processed/audio/original_7383-3-0-0.wav,Dog Bark,2,original,UrbanSound8K,7383-3-0-0.wav
original_117048-3-0-23.wav,../data/processed/audio/original_117048-3-0-23.wav,Dog Bark,2,original,UrbanSound8K,117048-3-0-23.wav
original_97193-3-0-4.wav,../data/processed/audio/original_97193-3-0-4.wav,Dog Bark,2,original,UrbanSound8K,97193-3-0-4.wav
original_95404-3-0-1.wav,../data/processed/audio/original_95404-3-0-1.wav,Dog Bark,2,original,UrbanSound8K,95404-3-0-1.wav
original_44831-3-0-0.wav,../data/processed/audio/original_44831-3-0-0.wav,Dog Bark,2,original,UrbanSound8K,44831-3-0-0.wav
original_77233-3-0-7.wav,../data/processed/audio/original_77233-3-0-7.wav,Dog Bark,2,original,UrbanSound8K,77233-3-0-7.wav
original_109711-3-2-4.wav,../data/processed/audio/original_109711-3-2-4.wav,Dog Bark,2,original,UrbanSound8K,109711-3-2-4.wav
original_65749-3-1-14.wav,../data/processed/audio/original_65749-3-1-14.wav,Dog Bark,2,original,UrbanSound8K,65749-3-1-14.wav
original_163459-3-0-0.wav,../data/processed/audio/original_163459-3-0-0.wav,Dog Bark,2,original,UrbanSound8K,163459-3-0-0.wav
original_110918-3-0-40.wav,../data/processed/audio/original_110918-3-0-40.wav,Dog Bark,2,original,UrbanSound8K,110918-3-0-40.wav
original_164312-3-3-0.wav,../data/processed/audio/original_164312-3-3-0.wav,Dog Bark,2,original,UrbanSound8K,164312-3-3-0.wav
original_69661-3-0-14.wav,../data/processed/audio/original_69661-3-0-14.wav,Dog Bark,2,original,UrbanSound8K,69661-3-0-14.wav
original_190996-3-0-8.wav,../data/processed/audio/original_190996-3-0-8.wav,Dog Bark,2,original,UrbanSound8K,190996-3-0-8.wav
original_110688-3-0-17.wav,../data/processed/audio/original_110688-3-0-17.wav,Dog Bark,2,original,UrbanSound8K,110688-3-0-17.wav
original_61077-3-0-0.wav,../data/processed/audio/original_61077-3-0-0.wav,Dog Bark,2,original,UrbanSound8K,61077-3-0-0.wav
original_55013-3-0-1.wav,../data/processed/audio/original_55013-3-0-1.wav,Dog Bark,2,original,UrbanSound8K,55013-3-0-1.wav
original_4-199261-A-0.wav,../data/processed/audio/original_4-199261-A-0.wav,Dog Bark,2,original,ESC-50,4-199261-A-0.wav
original_118101-3-0-6.wav,../data/processed/audio/original_118101-3-0-6.wav,Dog Bark,2,original,UrbanSound8K,118101-3-0-6.wav
original_38236-3-2-2.wav,../data/processed/audio/original_38236-3-2-2.wav,Dog Bark,2,original,UrbanSound8K,38236-3-2-2.wav
original_101415-3-0-8.wav,../data/processed/audio/original_101415-3-0-8.wav,Dog Bark,2,original,UrbanSound8K,101415-3-0-8.wav
original_3-180977-A-0.wav,../data/processed/audio/original_3-180977-A-0.wav,Dog Bark,2,original,ESC-50,3-180977-A-0.wav
original_29936-3-3-0.wav,../data/processed/audio/original_29936-3-3-0.wav,Dog Bark,2,original,UrbanSound8K,29936-3-3-0.wav
original_49809-3-4-0.wav,../data/processed/audio/original_49809-3-4-0.wav,Dog Bark,2,original,UrbanSound8K,49809-3-4-0.wav
original_33696-3-0-0.wav,../data/processed/audio/original_33696-3-0-0.wav,Dog Bark,2,original,UrbanSound8K,33696-3-0-0.wav
original_31325-3-1-1.wav,../data/processed/audio/original_31325-3-1-1.wav,Dog Bark,2,original,UrbanSound8K,31325-3-1-1.wav
original_27349-3-0-2.wav,../data/processed/audio/original_27349-3-0-2.wav,Dog Bark,2,original,UrbanSound8K,27349-3-0-2.wav
original_125791-3-0-12.wav,../data/processed/audio/original_125791-3-0-12.wav,Dog Bark,2,original,UrbanSound8K,125791-3-0-12.wav
original_1-30344-A-0.wav,../data/processed/audio/original_1-30344-A-0.wav,Dog Bark,2,original,ESC-50,1-30344-A-0.wav
original_157695-3-0-8.wav,../data/processed/audio/original_157695-3-0-8.wav,Dog Bark,2,original,UrbanSound8K,157695-3-0-8.wav
original_26256-3-7-36.wav,../data/processed/audio/original_26256-3-7-36.wav,Dog Bark,2,original,UrbanSound8K,26256-3-7-36.wav
original_160575-3-0-0.wav,../data/processed/audio/original_160575-3-0-0.wav,Dog Bark,2,original,UrbanSound8K,160575-3-0-0.wav
original_161922-3-1-6.wav,../data/processed/audio/original_161922-3-1-6.wav,Dog Bark,2,original,UrbanSound8K,161922-3-1-6.wav
original_61077-3-2-0.wav,../data/processed/audio/original_61077-3-2-0.wav,Dog Bark,2,original,UrbanSound8K,61077-3-2-0.wav
original_70168-3-1-13.wav,../data/processed/audio/original_70168-3-1-13.wav,Dog Bark,2,original,UrbanSound8K,70168-3-1-13.wav
original_144885-3-0-0.wav,../data/processed/audio/original_144885-3-0-0.wav,Dog Bark,2,original,UrbanSound8K,144885-3-0-0.wav
original_137803-3-0-1.wav,../data/processed/audio/original_137803-3-0-1.wav,Dog Bark,2,original,UrbanSound8K,137803-3-0-1.wav
original_191687-3-0-15.wav,../data/processed/audio/original_191687-3-0-15.wav,Dog Bark,2,original,UrbanSound8K,191687-3-0-15.wav
original_73373-3-0-0.wav,../data/processed/audio/original_73373-3-0-0.wav,Dog Bark,2,original,UrbanSound8K,73373-3-0-0.wav
original_74513-3-0-6.wav,../data/processed/audio/original_74513-3-0-6.wav,Dog Bark,2,original,UrbanSound8K,74513-3-0-6.wav
original_9032-3-2-0.wav,../data/processed/audio/original_9032-3-2-0.wav,Dog Bark,2,original,UrbanSound8K,9032-3-2-0.wav
original_180256-3-0-3.wav,../data/processed/audio/original_180256-3-0-3.wav,Dog Bark,2,original,UrbanSound8K,180256-3-0-3.wav
original_102547-3-0-8.wav,../data/processed/audio/original_102547-3-0-8.wav,Dog Bark,2,original,UrbanSound8K,102547-3-0-8.wav
original_166421-3-0-29.wav,../data/processed/audio/original_166421-3-0-29.wav,Dog Bark,2,original,UrbanSound8K,166421-3-0-29.wav
original_193394-3-0-7.wav,../data/processed/audio/original_193394-3-0-7.wav,Dog Bark,2,original,UrbanSound8K,193394-3-0-7.wav
original_187378-3-0-7.wav,../data/processed/audio/original_187378-3-0-7.wav,Dog Bark,2,original,UrbanSound8K,187378-3-0-7.wav
original_110918-3-0-26.wav,../data/processed/audio/original_110918-3-0-26.wav,Dog Bark,2,original,UrbanSound8K,110918-3-0-26.wav
original_173994-3-0-45.wav,../data/processed/audio/original_173994-3-0-45.wav,Dog Bark,2,original,UrbanSound8K,173994-3-0-45.wav
original_190996-3-0-1.wav,../data/processed/audio/original_190996-3-0-1.wav,Dog Bark,2,original,UrbanSound8K,190996-3-0-1.wav
original_180257-3-0-4.wav,../data/processed/audio/original_180257-3-0-4.wav,Dog Bark,2,original,UrbanSound8K,180257-3-0-4.wav
original_113785-3-0-0.wav,../data/processed/audio/original_113785-3-0-0.wav,Dog Bark,2,original,UrbanSound8K,113785-3-0-0.wav
original_121888-3-0-0.wav,../data/processed/audio/original_121888-3-0-0.wav,Dog Bark,2,original,UrbanSound8K,121888-3-0-0.wav
original_5-9032-A-0.wav,../data/processed/audio/original_5-9032-A-0.wav,Dog Bark,2,original,ESC-50,5-9032-A-0.wav
original_128470-3-0-1.wav,../data/processed/audio/original_128470-3-0-1.wav,Dog Bark,2,original,UrbanSound8K,128470-3-0-1.wav
original_150341-3-1-0.wav,../data/processed/audio/original_150341-3-1-0.wav,Dog Bark,2,original,UrbanSound8K,150341-3-1-0.wav
original_22973-3-0-0.wav,../data/processed/audio/original_22973-3-0-0.wav,Dog Bark,2,original,UrbanSound8K,22973-3-0-0.wav
original_128030-3-2-0.wav,../data/processed/audio/original_128030-3-2-0.wav,Dog Bark,2,original,UrbanSound8K,128030-3-2-0.wav
original_42371-3-0-0.wav,../data/processed/audio/original_42371-3-0-0.wav,Dog Bark,2,original,UrbanSound8K,42371-3-0-0.wav
original_47926-3-3-0.wav,../data/processed/audio/original_47926-3-3-0.wav,Dog Bark,2,original,UrbanSound8K,47926-3-3-0.wav
original_102842-3-1-5.wav,../data/processed/audio/original_102842-3-1-5.wav,Dog Bark,2,original,UrbanSound8K,102842-3-1-5.wav
original_102842-3-1-6.wav,../data/processed/audio/original_102842-3-1-6.wav,Dog Bark,2,original,UrbanSound8K,102842-3-1-6.wav
original_72829-3-0-0.wav,../data/processed/audio/original_72829-3-0-0.wav,Dog Bark,2,original,UrbanSound8K,72829-3-0-0.wav
original_197075-3-1-1.wav,../data/processed/audio/original_197075-3-1-1.wav,Dog Bark,2,original,UrbanSound8K,197075-3-1-1.wav
original_138015-3-0-5.wav,../data/processed/audio/original_138015-3-0-5.wav,Dog Bark,2,original,UrbanSound8K,138015-3-0-5.wav
original_63932-3-0-1.wav,../data/processed/audio/original_63932-3-0-1.wav,Dog Bark,2,original,UrbanSound8K,63932-3-0-1.wav
original_65381-3-0-3.wav,../data/processed/audio/original_65381-3-0-3.wav,Dog Bark,2,original,UrbanSound8K,65381-3-0-3.wav
original_33849-3-2-0.wav,../data/processed/audio/original_33849-3-2-0.wav,Dog Bark,2,original,UrbanSound8K,33849-3-2-0.wav
original_174873-3-5-12.wav,../data/processed/audio/original_174873-3-5-12.wav,Dog Bark,2,original,UrbanSound8K,174873-3-5-12.wav
original_69661-3-0-29.wav,../data/processed/audio/original_69661-3-0-29.wav,Dog Bark,2,original,UrbanSound8K,69661-3-0-29.wav
original_27349-3-0-6.wav,../data/processed/audio/original_27349-3-0-6.wav,Dog Bark,2,original,UrbanSound8K,27349-3-0-6.wav
original_207962-3-2-0.wav,../data/processed/audio/original_207962-3-2-0.wav,Dog Bark,2,original,UrbanSound8K,207962-3-2-0.wav
original_71312-3-0-2.wav,../data/processed/audio/original_71312-3-0-2.wav,Dog Bark,2,original,UrbanSound8K,71312-3-0-2.wav
original_54823-3-1-0.wav,../data/processed/audio/original_54823-3-1-0.wav,Dog Bark,2,original,UrbanSound8K,54823-3-1-0.wav
original_9031-3-1-0.wav,../data/processed/audio/original_9031-3-1-0.wav,Dog Bark,2,original,UrbanSound8K,9031-3-1-0.wav
original_50613-3-0-0.wav,../data/processed/audio/original_50613-3-0-0.wav,Dog Bark,2,original,UrbanSound8K,50613-3-0-0.wav
original_164312-3-0-0.wav,../data/processed/audio/original_164312-3-0-0.wav,Dog Bark,2,original,UrbanSound8K,164312-3-0-0.wav
original_43784-3-1-0.wav,../data/processed/audio/original_43784-3-1-0.wav,Dog Bark,2,original,UrbanSound8K,43784-3-1-0.wav
original_180256-3-0-2.wav,../data/processed/audio/original_180256-3-0-2.wav,Dog Bark,2,original,UrbanSound8K,180256-3-0-2.wav
original_1-30226-A-0.wav,../data/processed/audio/original_1-30226-A-0.wav,Dog Bark,2,original,ESC-50,1-30226-A-0.wav
original_184725-3-0-2.wav,../data/processed/audio/original_184725-3-0-2.wav,Dog Bark,2,original,UrbanSound8K,184725-3-0-2.wav
original_204773-3-9-0.wav,../data/processed/audio/original_204773-3-9-0.wav,Dog Bark,2,original,UrbanSound8K,204773-3-9-0.wav
original_52171-3-6-1.wav,../data/processed/audio/original_52171-3-6-1.wav,Dog Bark,2,original,UrbanSound8K,52171-3-6-1.wav
original_174026-3-2-2.wav,../data/processed/audio/original_174026-3-2-2.wav,Dog Bark,2,original,UrbanSound8K,174026-3-2-2.wav
original_82024-3-0-4.wav,../data/processed/audio/original_82024-3-0-4.wav,Dog Bark,2,original,UrbanSound8K,82024-3-0-4.wav
original_82811-3-4-0.wav,../data/processed/audio/original_82811-3-4-0.wav,Dog Bark,2,original,UrbanSound8K,82811-3-4-0.wav
original_54545-3-0-1.wav,../data/processed/audio/original_54545-3-0-1.wav,Dog Bark,2,original,UrbanSound8K,54545-3-0-1.wav
original_196127-3-0-1.wav,../data/processed/audio/original_196127-3-0-1.wav,Dog Bark,2,original,UrbanSound8K,196127-3-0-1.wav
original_72723-3-0-0.wav,../data/processed/audio/original_72723-3-0-0.wav,Dog Bark,2,original,UrbanSound8K,72723-3-0-0.wav
original_175915-3-0-1.wav,../data/processed/audio/original_175915-3-0-1.wav,Dog Bark,2,original,UrbanSound8K,175915-3-0-1.wav
original_207962-3-1-0.wav,../data/processed/audio/original_207962-3-1-0.wav,Dog Bark,2,original,UrbanSound8K,207962-3-1-0.wav
original_24965-3-3-0.wav,../data/processed/audio/original_24965-3-3-0.wav,Dog Bark,2,original,UrbanSound8K,24965-3-3-0.wav
original_47926-3-1-0.wav,../data/processed/audio/original_47926-3-1-0.wav,Dog Bark,2,original,UrbanSound8K,47926-3-1-0.wav
original_7965-3-16-0.wav,../data/processed/audio/original_7965-3-16-0.wav,Dog Bark,2,original,UrbanSound8K,7965-3-16-0.wav
original_71700-3-3-2.wav,../data/processed/audio/original_71700-3-3-2.wav,Dog Bark,2,original,UrbanSound8K,71700-3-3-2.wav
original_139948-3-4-0.wav,../data/processed/audio/original_139948-3-4-0.wav,Dog Bark,2,original,UrbanSound8K,139948-3-4-0.wav
original_175915-3-1-8.wav,../data/processed/audio/original_175915-3-1-8.wav,Dog Bark,2,original,UrbanSound8K,175915-3-1-8.wav
original_51022-3-30-4.wav,../data/processed/audio/original_51022-3-30-4.wav,Dog Bark,2,original,UrbanSound8K,51022-3-30-4.wav
original_204919-3-1-0.wav,../data/processed/audio/original_204919-3-1-0.wav,Dog Bark,2,original,UrbanSound8K,204919-3-1-0.wav
original_155309-3-0-0.wav,../data/processed/audio/original_155309-3-0-0.wav,Dog Bark,2,original,UrbanSound8K,155309-3-0-0.wav
original_52171-3-2-0.wav,../data/processed/audio/original_52171-3-2-0.wav,Dog Bark,2,original,UrbanSound8K,52171-3-2-0.wav
original_72537-3-0-8.wav,../data/processed/audio/original_72537-3-0-8.wav,Dog Bark,2,original,UrbanSound8K,72537-3-0-8.wav
original_164311-3-0-0.wav,../data/processed/audio/original_164311-3-0-0.wav,Dog Bark,2,original,UrbanSound8K,164311-3-0-0.wav
original_112195-3-0-80.wav,../data/processed/audio/original_112195-3-0-80.wav,Dog Bark,2,original,UrbanSound8K,112195-3-0-80.wav
original_84317-3-0-0.wav,../data/processed/audio/original_84317-3-0-0.wav,Dog Bark,2,original,UrbanSound8K,84317-3-0-0.wav
original_102102-3-0-0.wav,../data/processed/audio/original_102102-3-0-0.wav,Dog Bark,2,original,UrbanSound8K,102102-3-0-0.wav
original_115537-3-0-0.wav,../data/processed/audio/original_115537-3-0-0.wav,Dog Bark,2,original,UrbanSound8K,115537-3-0-0.wav
original_57553-3-0-0.wav,../data/processed/audio/original_57553-3-0-0.wav,Dog Bark,2,original,UrbanSound8K,57553-3-0-0.wav
original_4-183992-A-0.wav,../data/processed/audio/original_4-183992-A-0.wav,Dog Bark,2,original,ESC-50,4-183992-A-0.wav
original_105088-3-0-11.wav,../data/processed/audio/original_105088-3-0-11.wav,Dog Bark,2,original,UrbanSound8K,105088-3-0-11.wav
original_137803-3-0-0.wav,../data/processed/audio/original_137803-3-0-0.wav,Dog Bark,2,original,UrbanSound8K,137803-3-0-0.wav
original_100652-3-0-3.wav,../data/processed/audio/original_100652-3-0-3.wav,Dog Bark,2,original,UrbanSound8K,100652-3-0-3.wav
original_165567-3-3-0.wav,../data/processed/audio/original_165567-3-3-0.wav,Dog Bark,2,original,UrbanSound8K,165567-3-3-0.wav
original_69883-3-0-5.wav,../data/processed/audio/original_69883-3-0-5.wav,Dog Bark,2,original,UrbanSound8K,69883-3-0-5.wav
original_344-3-1-0.wav,../data/processed/audio/original_344-3-1-0.wav,Dog Bark,2,original,UrbanSound8K,344-3-1-0.wav
original_171464-3-2-0.wav,../data/processed/audio/original_171464-3-2-0.wav,Dog Bark,2,original,UrbanSound8K,171464-3-2-0.wav
original_7383-3-0-1.wav,../data/processed/audio/original_7383-3-0-1.wav,Dog Bark,2,original,UrbanSound8K,7383-3-0-1.wav
original_174873-3-5-13.wav,../data/processed/audio/original_174873-3-5-13.wav,Dog Bark,2,original,UrbanSound8K,174873-3-5-13.wav
original_7913-3-1-0.wav,../data/processed/audio/original_7913-3-1-0.wav,Dog Bark,2,original,UrbanSound8K,7913-3-1-0.wav
original_31325-3-4-0.wav,../data/processed/audio/original_31325-3-4-0.wav,Dog Bark,2,original,UrbanSound8K,31325-3-4-0.wav
original_44110-3-1-0.wav,../data/processed/audio/original_44110-3-1-0.wav,Dog Bark,2,original,UrbanSound8K,44110-3-1-0.wav
original_176258-3-1-13.wav,../data/processed/audio/original_176258-3-1-13.wav,Dog Bark,2,original,UrbanSound8K,176258-3-1-13.wav
original_38231-3-2-0.wav,../data/processed/audio/original_38231-3-2-0.wav,Dog Bark,2,original,UrbanSound8K,38231-3-2-0.wav
original_59800-3-0-0.wav,../data/processed/audio/original_59800-3-0-0.wav,Dog Bark,2,original,UrbanSound8K,59800-3-0-0.wav
original_203440-3-0-1.wav,../data/processed/audio/original_203440-3-0-1.wav,Dog Bark,2,original,UrbanSound8K,203440-3-0-1.wav
original_29937-3-0-6.wav,../data/processed/audio/original_29937-3-0-6.wav,Dog Bark,2,original,UrbanSound8K,29937-3-0-6.wav
original_1-101336-A-30.wav,../data/processed/audio/original_1-101336-A-30.wav,Door Knock,2,original,ESC-50,1-101336-A-30.wav
aug_stretch_fast_1-101336-A-30.wav,../data/processed/audio/aug_stretch_fast_1-101336-A-30.wav,Door Knock,2,augmented,ESC-50,1-101336-A-30.wav
